#,formula,activity,Syngony,"length, nm","width, nm","depth, nm",surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",link,,,,,
121,Co3O4,peroxidase,7,7.2,7.2,7.2,naked,0,0,0.00,173.5100,0.000189000,H2O2 + TMB,0.0010,700.0000,1.653,0.0013200,3.6,25,34.25,,https://doi.org/10.1021/am405009f,,,,,
122,NiO,peroxidase,7,15,15,15,naked,0,0,0.00,0.0180,0.000024000,TMB + H2O2,0.0500,0.2000,100.000,0.1904762,4,30,,113.71,https://doi.org/10.1039/C4TB00968A,,,,,
123,NiO,peroxidase,7,15,15,15,naked,0,0,0.00,1.7700,no,H2O2 + TMB,10.0000,75.0000,10.000,0.1904762,4,30,,113.71,https://doi.org/10.1039/C4TB00968A,,,,,
124,Co3O4/CeO2,peroxidase,7,4800,250,250,naked,0,0,0.00,0.3600,no,TMB + H2O2,0.0100,0.2000,880.000,3.0000000,4,25,,,https://doi.org/10.1016/j.snb.2019.01.068,,,,,
125,Co3O4/CeO2,peroxidase,7,4800,250,250,naked,0,0,0.00,132.2100,0.000043400,H2O2 + TMB,880.0000,880.0000,15.000,3.0000000,4,25,,,https://doi.org/10.1016/j.snb.2019.01.068,,,,,
126,Co3O4,peroxidase,7,150,40,25,naked,poly(N-Vinylpyrrolidone),0,,0.5100,0.000124100,TMB + H2O2,1.0000,3.0000,1.200,3.0000000,6,30,,,https://doi.org/10.1016/j.snb.2019.01.068,,,,,
127,Co3O4,peroxidase,7,78,23,15.5,naked,poly(N-Vinylpyrrolidone),0,,140.5600,0.000034300,H2O2 + TMB,50.0000,500.0000,0.800,3.0000000,6,30,,,https://doi.org/10.1016/j.snb.2019.01.068,,,,,
128,CeO2,peroxidase,7,6,6,6,naked,poly(N-Vinylpyrrolidone),0,,0.4200,0.000137400,TMB + H2O2,1.0000,3.0000,1.200,3.0000000,6,30,,,https://doi.org/10.1016/j.snb.2019.01.068,,,,,
129,CeO2,peroxidase,7,6,6,6,naked,poly(N-Vinylpyrrolidone),0,,138.3100,0.000039800,H2O2 + TMB,50.0000,500.0000,0.800,3.0000000,6,30,,,https://doi.org/10.1016/j.snb.2019.01.068,,,,,
130,Co3O4,peroxidase,7,8.3,8.3,8.3,naked,0,0,0.00,0.0630,0.000019000,TMB + H2O2,0.0100,2.7000,100.000,0.0200000,0,25,,,https://doi.org/10.1039/C6NR00860G,,,,,
131,Co3O4,peroxidase,7,8.3,8.3,8.3,naked,0,0,0.00,0.6100,0.000032000,OPD + H2O2,0.0200,2.7000,100.000,0.0200000,0,25,,,https://doi.org/10.1039/C6NR00860G,,,,,
132,Co3O4,peroxidase,7,31.1,31.1,31.1,naked,poly(N-Vinylpyrrolidone),0,1300000.00,0.0790,no,H2O2 + TMB,0.0003,0.0052,0.006,0.0108761,4,40,,25.5,https://doi.org/10.1016/j.apsusc.2016.12.067,,,,,
133,Co3O4,peroxidase,7,31.1,31.1,31.1,naked,poly(N-Vinylpyrrolidone),0,1300000.00,0.0150,no,TMB + H2O2,0.0003,0.0062,0.005,0.0108761,4,40,,25.5,https://doi.org/10.1016/j.apsusc.2016.12.067,,,,,
134,Co3O4,peroxidase,7,48.1,48.1,48.1,naked,poly(N-Vinylpyrrolidone),0,1300000.00,0.0910,no,H2O2 + TMB,0.0003,0.0052,0.006,0.0108761,4,40,,10.5,https://doi.org/10.1016/j.apsusc.2016.12.067,,,,,
135,Co3O4,peroxidase,7,48.1,48.1,48.1,naked,poly(N-Vinylpyrrolidone),0,1300000.00,0.0130,no,TMB + H2O2,0.0003,0.0062,0.005,0.0108761,4,40,,10.5,https://doi.org/10.1016/j.apsusc.2016.12.067,,,,,
136,Co3O4,peroxidase,7,26.9,26.9,26.9,naked,poly(N-Vinylpyrrolidone),0,1300000.00,0.0262,no,H2O2 + TMB,0.0003,0.0052,0.006,0.0108761,4,40,,33.8,https://doi.org/10.1016/j.apsusc.2016.12.067,,,,,
137,Co3O4,peroxidase,7,26.9,26.9,26.9,naked,poly(N-Vinylpyrrolidone),0,1300000.00,0.0120,no,TMB + H2O2,0.0003,0.0062,0.005,0.0108761,4,40,,33.8,https://doi.org/10.1016/j.apsusc.2016.12.067,,,,,
138,Co3O4,peroxidase,7,20,20,20,naked,0,0,0.00,0.0370,0.000062700,TMB + H2O2,0.0200,0.5000,50.000,0.0100000,5,25,,,https://doi.org/10.1039/C2CC17013B,,,,,
139,Co3O4,peroxidase,7,20,20,20,naked,0,0,0.00,140.0700,0.000121000,H2O2 + TMB,0.0010,2 000.0000,0.250,0.0100000,5,25,,,https://doi.org/10.1039/C2CC17013B,,,,,
140,Co3O4,peroxidase,7,125,35.7,35.7,naked,0,0,0.00,0.0151,no,TMB + H2O2,0.2500,1.0000,880.000,0.0102719,4,30,,28.44,https://doi.org/10.1021/ie403554v,,,,,
141,Co3O4,peroxidase,7,125,35.7,35.7,naked,0,0,0.00,0.8268,no,H2O2 + TMB,0.0400,0.2500,2.800,0.0102719,4,30,,28.44,https://doi.org/10.1021/ie403554v,,,,,
142,Co3O4,peroxidase,7,68.4,642.2,642.2,naked,therabloat,0,12600.00,0.0820,0.000065500,TMB + H2O2,0.0100,0.4000,2.000,0.0100000,6,25,,244.4,https://doi.org/10.1039/C8NR06162A,,,,,
143,Co3O4,peroxidase,7,68.4,642.2,642.2,naked,therabloat,0,12600.00,2.2200,0.000118200,H2O2 + TMB,0.0010,5.0000,0.250,0.0100000,6,25,,244.4,https://doi.org/10.1039/C8NR06162A,,,,,
144,Co3O4,peroxidase,7,360,360,360,naked,0,0,0.00,0.2830,0.000105200,TMB + H2O2,0.0800,2.0000,10.000,0.0300000,4.5,30,,,https://doi.org/10.1016/j.bios.2020.112342,,,,,
145,Co3O4,peroxidase,7,360,360,360,naked,0,0,0.00,5.9322,0.000098500,H2O2 + TMB,0.2860,100.0000,0.500,0.0300000,4.5,30,,,https://doi.org/10.1016/j.bios.2020.112342,,,,,
146,Co3O4,peroxidase,7,30,3000,3000,naked,0,0,0.00,0.1200,0.000000332,TMB + H2O2,0.5500,0.8000,25.000,0.0400000,4.4,40,,68.81,https://doi.org/10.1039/C1JM14253D,,,,,
147,Co3O4,peroxidase,7,30,3000,3000,naked,0,0,0.00,245.0000,0.000285000,H2O2 + TMB,0.0010,1 000.0000,0.800,0.0400000,4.4,40,,68.81,https://doi.org/10.1039/C1JM14253D,,,,,
148,CeO2,peroxidase,7,215,50,50,naked,0,0,0.00,0.3000,0.000084300,TMB + H2O2,0.1000,0.6000,3.500,#REF!,4.5,32.5,,,https://doi.org/10.1039/C9NJ05955E,,,,,
149,CeO2,peroxidase,7,215,50,50,naked,0,0,0.00,2.9700,0.000076700,H2O2 + TMB,1.0000,5.0000,0.300,#REF!,4.5,32.5,,,https://doi.org/10.1039/C9NJ05955E,,,,,
150,CeO2,peroxidase,7,215,50,50,naked,0,0,0.00,0.1200,0.000035000,TMB + H2O2,0.1000,0.6000,3.500,#REF!,7.4,32.5,,,https://doi.org/10.1039/C9NJ05955E,,,,,
151,CeO2,peroxidase,7,215,50,50,naked,0,0,0.00,0.6200,0.000031300,H2O2 + TMB,0.3000,0.3000,3.500,#REF!,7.4,32.5,,,https://doi.org/10.1039/C9NJ05955E,,,,,
152,CeO2,peroxidase,7,32.7,10,10,naked,0,0,0.00,0.2400,0.000004000,TMB + H2O2,0.0100,2.5000,1 000.000,0.0250000,4,25,,95.4,https://doi.org/10.1038/srep35344,,,,,
153,CeO2,peroxidase,7,13,13,13,naked,0,0,0.00,0.2170,0.000082000,TMB + H2O2,0.0100,2.5000,1 000.000,0.0250000,4,25,,70.9,https://doi.org/10.1038/srep35344,,,,,
154,CeO2,peroxidase,7,13,13,13,naked,0,0,0.00,153.6000,0.000122000,H2O2 + TMB,0.0010,2 000.0000,500.000,0.0250000,4,25,,70.9,https://doi.org/10.1038/srep35344,,,,,
155,CeO2,peroxidase,7,12,12,12,naked,0,0,0.00,0.0460,0.000009400,TMB + H2O2,0.0100,0.8000,50.000,0.6000000,4,45,,,https://doi.org/10.1039/C2AY25511A,,,,,
156,CeO2,peroxidase,7,12,12,12,naked,0,0,0.00,64.6000,0.000050700,H2O2 + TMB,10.0000,120.0000,5.000,0.6000000,4,45,,,https://doi.org/10.1039/C2AY25511A,,,,,
157,CeO2,peroxidase,7,17,17,17,naked,0,0,0.00,0.2690,0.000011350,TMB + H2O2,0.1000,1.0000,250.000,0.3000000,3.8,25,15.899,60.8,https://doi.org/10.1016/j.snb.2016.08.094,,,,,
158,CeO2,peroxidase,7,17,17,17,naked,0,0,0.00,3.1820,0.000009260,H2O2 + TMB,2.0000,63.0000,1.000,0.3000000,3.8,25,15.899,60.8,https://doi.org/10.1016/j.snb.2016.08.094,,,,,
159,CeO2,peroxidase,7,47,4,4,naked,0,0,0.00,0.2740,0.000015900,TMB + H2O2,0.0500,6.0000,25.000,0.0057143,3.8,40,,,https://doi.org/10.1016/j.snb.2016.09.049,,,,,
160,CeO2,peroxidase,7,47,4,4,naked,0,0,0.00,0.2780,0.000008700,H2O2 + TMB,1.0000,12.0000,2.500,0.0057143,3.8,40,,,https://doi.org/10.1016/j.snb.2016.09.049,,,,,
161,CeO2,peroxidase,7,100,21,24,naked,0,0,0.00,0.0753,0.000000401,TMB + H2O2,0.0100,0.0500,25.000,0.0400000,3.8,40,,,https://doi.org/10.1016/j.msec.2015.10.046,,,,,
162,CeO2,peroxidase,7,100,21,24,naked,0,0,0.00,0.9580,0.000002590,H2O2 + TMB,2.0000,12.0000,0.050,0.0400000,3.8,40,,,https://doi.org/10.1016/j.msec.2015.10.046,,,,,
163,CeO2,peroxidase,7,54,54,54,naked,poly(N-Vinylpyrrolidone) ,0,,0.6700,0.000003800,TMB + H2O2,0.0500,1.0000,50.000,0.1662434,3.5,40,,14.5,https://doi.org/10.1016/j.jtice.2017.12.011,,,,,
164,CeO2,peroxidase,7,54,54,54,naked,poly(N-Vinylpyrrolidone) ,0,,2.5000,0.000166700,H2O2 + TMB,0.5000,4.0000,100.000,0.1662434,3.5,40,,14.5,https://doi.org/10.1016/j.jtice.2017.12.011,,,,,
165,Fe3O4,peroxidase,7,590,590,590,naked,0,tetramethylethylenediamine,116.24,3.3300,0.000002600,TMB + H2O2,0.0500,1.0000,50.000,0.1662434,3.5,40,,10.6,https://doi.org/10.1016/j.jtice.2017.12.011,,,,,
166,Fe3O4,peroxidase,7,590,590,590,naked,0,tetramethylethylenediamine,116.24,3.7500,0.000083300,H2O2 + TMB,0.5000,4.0000,100.000,0.1662434,3.5,40,,10.6,https://doi.org/10.1016/j.jtice.2017.12.011,,,,,
167,CeO2,peroxidase,7,6,6,6,naked,0,0,0.00,1.8700,0.000002590,TMB + H2O2,5.0000,40.0000,882.000,0.0020000,7.5,30,,,https://doi.org/10.1039/C8NJ00097B,,,,,
168,CeO2,peroxidase,7,12.4,12.4,12.4,naked,0,0,0.00,12.4500,0.000002590,DAB + H2O2,5.0000,40.0000,882.000,0.0020000,7.5,30,,,https://doi.org/10.1039/C8NJ00097B,,,,,
169,CeO2,peroxidase,7,60,8,8,naked,0,0,0.00,0.1470,0.000002590,TMB + H2O2,0.2000,1.8000,100.000,0.0002000,4,37,,141,https://doi.org/10.1016/j.biomaterials.2015.04.039,,,,,
170,CeO2,peroxidase,7,60,8,8,naked,0,0,0.00,293.0000,0.000002590,H2O2 + TMB,0.0010,100.0000,0.800,0.0002000,4,37,,141,https://doi.org/10.1016/j.biomaterials.2015.04.039,,,,,
171,CuO,peroxidase,2,6,6,6,naked,0,0,0.00,0.0160,no,TMB + H2O2,0.0100,0.7000,1 500.000,0.0040000,4,37,,173,https://doi.org/10.1039/C2AN35072F,,,,,
172,CuO,peroxidase,2,6,6,6,naked,0,0,0.00,41.0000,no,H2O2 + TMB,1.0000,400.0000,0.665,0.0040000,4,37,,173,https://doi.org/10.1039/C2AN35072F,,,,,
173,CuO,peroxidase,2,21,14.5,14.5,naked,0,0,0.00,0.1400,0.000014500,TMB + H2O2,0.0500,4.4000,3.300,0.5408329,4,25,,18,https://doi.org/10.1002/cjoc.201300683,,,,,
174,CuO,peroxidase,2,30,30,30,naked,0,0,0.00,0.0130,no,TMB + H2O2,0.0100,0.7000,1 500.000,0.0400000,4,40,,,https://doi.org/10.1002/cctc.201100064,,,,,
175,CuO,peroxidase,2,30,30,30,naked,0,0,0.00,85.6000,no,H2O2 + TMB,50.0000,2 200.0000,0.665,0.0400000,4,40,,,https://doi.org/10.1002/cctc.201100064,,,,,
176,MnO2,peroxidase,4,500,45,45,naked,0,0,0.00,0.0800,0.000600000,ABTS + H2O2,0.0010,1.0000,3.000,0.0050000,4,25,,,https://doi.org/10.1016/j.snb.2017.06.096,,,,,
177,MnO2,peroxidase,4,500,45,45,naked,0,0,0.00,0.0600,0.000600000,H2O2 + TMB,0.0100,3.0000,1.000,0.0050000,4,25,,,https://doi.org/10.1016/j.snb.2017.06.096,,,,,
178,MnO2,peroxidase,4,50,50,3,naked,0,0,0.00,0.0800,0.000350000,TMB + H2O2,0.0100,0.6000,10.000,0.0200000,4,25,,,https://doi.org/10.1002/adfm.201800018,,,,,
179,MnO2,peroxidase,4,50,50,3,naked,0,0,0.00,0.0900,0.000340000,H2O2 + TMB,0.1000,10.0000,0.600,0.0200000,4,25,,,https://doi.org/10.1002/adfm.201800018,,,,,
180,Pd,peroxidase,7,13.3,13.3,13.3,naked,0,0,0.00,0.7400,0.000044200,TMB + H2O2,0.0100,0.8000,327.000,0.0016700,4,30,,,https://doi.org/10.1007/s10853-018-2657-x,,,,,
181,CeO2,peroxidase,7,58.5,13.5,13.5,naked,0,0,0.00,0.4500,0.000015400,TMB + H2O2,0.0100,0.8000,327.000,0.0016700,4,27.5,,,https://doi.org/10.1007/s10853-018-2657-x,,,,,
182,Pd,peroxidase,7,13.3,13.3,13.3,naked,0,0,0.00,4.5000,0.000008400,H2O2 + TMB,0.0010,800.0000,0.167,0.0016700,4,30,,,https://doi.org/10.1007/s10853-018-2657-x,,,,,
183,CeO2,peroxidase,7,58.5,13.5,13.5,naked,0,0,0.00,28.6300,0.000005000,H2O2 + TMB,0.0010,500.0000,0.167,0.0016700,4,27.5,,,https://doi.org/10.1007/s10853-018-2657-x,,,,,
184,V2O5,peroxidase,3,2000,100,100,naked,0,0,0.00,0.0004,no,ABTS + H2O2,0.0010,0.6800,1.000,0.0200000,4,25,,,https://doi.org/10.1002/adfm.201001302,,,,,
185,V2O5,peroxidase,3,2000,100,100,naked,0,0,0.00,0.0029,no,H2O2 + TMB,0.0010,1.0000,0.680,0.0200000,4,25,,,https://doi.org/10.1002/adfm.201001302,,,,,
186,VO,peroxidase,7,3.39,3.39,3.39,naked,0,0,0.00,0.0843,0.002809000,H2O2 + TMB,0.0050,0.1500,1.000,0.2000000,3,30,,,https://doi.org/10.1016/j.microc.2019.104352,,,,,
187,VO,peroxidase,7,3.39,3.39,3.39,naked,0,0,0.00,0.2380,0.002730000,TMB + H2O2,0.0100,0.9000,0.300,0.2000000,3,30,,,https://doi.org/10.1016/j.microc.2019.104352,,,,,
188,VO2,peroxidase,4,150,40,25,naked,0,0,0.00,0.1650,0.000024000,TMB + H2O2,0.0500,0.3000,5.000,0.0029703,4,25,,,https://doi.org/10.1039/C5RA11014A,,,,,
189,VO2,peroxidase,4,150,40,25,naked,0,0,0.00,0.0580,0.000014000,H2O2 + TMB,0.0100,5.0000,0.100,0.0029703,4,25,,,https://doi.org/10.1039/C5RA11014A,,,,,
190,VO2,peroxidase,2,700,103.1,103.1,naked,0,0,0.00,0.1460,0.000001310,TMB + H2O2,0.0500,0.3000,5.000,0.0100000,5,25,,,https://doi.org/10.1039/C3TA15051H,,,,,
191,VO2,peroxidase,2,700,103.1,103.1,naked,0,0,0.00,1.6900,0.000001770,H2O2 + TMB,0.1000,5.0000,0.100,0.0100000,5,25,,,https://doi.org/10.1039/C3TA15051H,,,,,
192,UO2,peroxidase,7,240,240,240,naked,0,0,0.00,6.4230,0.000005840,H2O2 + TMB,1.0000,7.0000,0.400,4.8000000,4.5,25,,1958,https://doi.org/10.1007/s00604-019-3624-1,,,,,
193,UO2,peroxidase,7,240,240,240,naked,0,0,0.00,0.5490,0.000006290,TMB + H2O2,0.1000,0.6000,4.500,4.8000000,4.5,25,,1958,https://doi.org/10.1007/s00604-019-3624-1,,,,,
194,Ir,peroxidase,7,2.4,2.4,2.4,naked,0,0,0.00,0.1200,0.000125600,TMB + H2O2,0.0010,0.2500,2.000,0.0001200,4,20,,,https://doi.org/10.1039/D0RA05342B,,,,,
195,Ir,peroxidase,7,2.4,2.4,2.4,naked,0,0,0.00,3.2700,0.000225700,H2O2 + TMB,0.0010,2.5000,0.250,0.0001200,4,20,,,https://doi.org/10.1039/D0RA05342B,,,,,
196,Fe3O4,peroxidase,7,10,10,10,naked,0,0,0.00,1.2200,0.004390000,ABTS + H2O2,0.1000,2.5000,40.000,0.0400000,3.5,25,36,120,https://doi.org/10.3390/nano10020313,,,,,
197,Cu2O,peroxidase,7,200,200,200,naked,0,0,0.00,0.2560,0.000007580,TMB + H2O2,0.0010,5.0000,5.000,10.0000000,4,40,,13.03,https://doi.org/10.1039/D0TB03005H,,,,,
198,Cu2O,peroxidase,7,200,200,200,naked,0,0,0.00,0.8600,0.000018100,H2O2 + TMB,0.0010,5.0000,5.000,10.0000000,4,40,,13.03,https://doi.org/10.1039/D0TB03005H,,,,,
199,Cu2O,peroxidase,7,200,200,200,naked,0,0,0.00,0.1280,0.000011100,TMB + H2O2,0.0010,5.0000,5.000,10.0000000,4,40,,22.16,https://doi.org/10.1039/D0TB03005H,,,,,
200,Cu2O,peroxidase,7,200,200,200,naked,0,0,0.00,0.7290,0.000026800,H2O2 + TMB,0.0010,5.0000,5.000,10.0000000,4,40,,22.16,https://doi.org/10.1039/D0TB03005H,,,,,
201,Cu2O,peroxidase,7,800,800,800,naked,0,0,0.00,0.9000,0.000101700,TMB + H2O2,0.1000,1.0000,25.000,0.0250000,4,50,,,https://doi.org/10.1016/j.talanta.2020.121990,,,,,
202,Cu2O,peroxidase,7,800,800,800,naked,0,0,0.00,20.3800,0.000083800,H2O2 + TMB,2.0000,50.0000,0.700,0.0250000,4,50,,,https://doi.org/10.1016/j.talanta.2020.121990,,,,,
203,Au-Cu2O,peroxidase,7,850,850,850,naked,0,0,0.00,0.2100,0.000060800,TMB + H2O2,0.1000,1.0000,25.000,0.0250000,4,50,,,https://doi.org/10.1016/j.talanta.2020.121990,,,,,
204,Au-Cu2O,peroxidase,7,850,850,850,naked,0,0,0.00,10.5600,0.000066800,H2O2 + TMB,2.0000,50.0000,0.700,0.0250000,4,50,,,https://doi.org/10.1016/j.talanta.2020.121990,,,,,
205,RuO2,peroxidase,7,2,2,2,naked,0,0,0.00,0.0990,0.000210000,TMB + H2O2,0.1000,1.0000,1.000,0.0200000,3,25,,14.46,https://doi.org/10.1021/acsami.0c07886,,,,,
206,RuO2,peroxidase,7,2,2,2,naked,0,0,0.00,0.1460,0.000210000,H2O2 + TMB,0.1000,1.0000,0.300,0.0200000,3,25,,14.46,https://doi.org/10.1021/acsami.0c07886,,,,,
207,Au-CeO2,peroxidase,7,75,75,75,naked,0,Cetrimonium bromide,364.45,0.2900,0.000039000,TMB + H2O2,0.0500,5.0000,2 000.000,0.0400000,4,45,,,https://doi.org/10.1016/j.jcis.2017.11.064,,,,,
208,Au-CeO2,peroxidase,7,75,75,75,naked,0,Cetrimonium bromide,364.45,44.6900,0.000022300,H2O2 + TMB,0.0600,3.0000,1.000,0.0400000,4,45,,,https://doi.org/10.1016/j.jcis.2017.11.064,,,,,
209,ZnCo2O4,peroxidase,7,250,250,250,naked,poly(ethylene oxide),0,200.00,0.2300,0.000047500,H2O2 + TMB,1.0000,8.0000,50.000,1.0000000,5,45,,,https://doi.org/10.1016/j.talanta.2020.121680,,,,,
210,ZnCo2O4,peroxidase,7,250,250,250,naked,poly(ethylene oxide),0,200.00,0.4000,0.000059000,OPD + H2O2,0.5000,10.0000,100.000,1.0000000,5,45,,,https://doi.org/10.1016/j.talanta.2020.121680,,,,,
211,LaCoO3,peroxidase,5,70,70,70,naked,0,Citric acid,192.12,0.2400,0.000349000,TMB + H2O2,0.0500,0.6000,100.000,0.0100000,6,25,,,https://doi.org/10.1039/C7NJ01177F,,,,,
212,LaCoO3,peroxidase,5,70,70,70,naked,0,Citric acid,192.12,15.0000,0.000350000,H2O2 + TMB,5.0000,120.0000,25.000,0.0100000,6,25,,,https://doi.org/10.1039/C7NJ01177F,,,,,
213,LaNiO3,peroxidase,7,600,600,600,naked,poly(N-Vinylpyrrolidone),0,58000.00,0.1050,0.000362000,TMB + H2O2,0.0010,0.6000,40.000,0.0200000,4.5,37,,3.11,https://doi.org/10.7150/thno.19257,,,,,
214,LaNiO3,peroxidase,7,600,600,600,naked,poly(N-Vinylpyrrolidone),0,58000.00,90.0500,0.002600000,H2O2 + TMB,0.0010,500.0000,1.000,0.0200000,4.5,37,,3.11,https://doi.org/10.7150/thno.19257,,,,,
215,CeVO4,peroxidase,4,80,10,10,naked,0,EDTA,292.24,1.3260,0.000036100,TMB + H2O2,0.1000,0.8000,2.000,0.3000000,4,25,,30.17,https://doi.org/10.1039/C6TB01881E,,,,,
216,CeVO4,peroxidase,4,80,10,10,naked,0,EDTA,292.24,0.1570,0.000085300,H2O2 + TMB,0.1000,50.0000,0.800,0.3000000,4,25,,30.17,https://doi.org/10.1039/C6TB01881E,,,,,
217,Tb2(MoO4)3,peroxidase,4,300,300,40,naked,0,0,0.00,0.9110,0.000010100,TMB + H2O2,0.0010,0.1400,0.200,5.0000000,4,25,,,https://doi.org/10.1016/j.saa.2017.06.006,,,,,
218,Tb2(MoO4)3,peroxidase,4,300,300,40,naked,0,0,0.00,0.0350,0.000026800,H2O2 + TMB,0.0010,0.0160,1.300,5.0000000,4,25,,,https://doi.org/10.1016/j.saa.2017.06.006,,,,,
219,Ni0.84Pd,peroxidase,5,40,40,40,naked,0,trisodium citrate,192.12,0.1100,0.000015200,TMB + H2O2,0.0100,0.5000,50.000,0.0036000,5,25,,,https://doi.org/10.1039/C6CC00194G,,,,,
220,Ni0.84Pd,peroxidase,5,40,40,40,naked,0,trisodium citrate,192.12,0.6600,0.000261800,H2O2 + TMB,0.0010,1.8000,0.250,0.0036000,5,25,,,https://doi.org/10.1039/C6CC00194G,,,,,
221,NiTe,peroxidase,5,5000,45,45,naked,0,0,0.00,0.0110,0.000042700,ABTS + H2O2,0.0010,60.0000,0.100,2.0000000,4,30,,,https://doi.org/10.1039/C4CC06684G,,,,,
222,NiTe,peroxidase,7,30,30,30,naked,0,Sodium citrate,192.12,1.3610,0.003097000,TMB + H2O2,0.0010,1.2000,1 000.000,0.1000000,4,22,,,https://doi.org/10.1002/adhm.201500173,,,,,
223,Pt,peroxidase,7,2,2,2,naked,0,trisodium citrate,192.12,0.4200,0.000030200,TMB + H2O2,0.0010,3.2000,500.000,0.0162000,5,22,-47.6,,https://doi.org/10.1016/j.aca.2014.10.011,,,,,
223,Pt,peroxidase,7,2,2,2,naked,0,trisodium citrate,192.12,84.0700,0.000037326,H2O2 + TMB,0.0010,700.0000,0.416,0.0162000,5,22,-47.6,,https://doi.org/10.1016/j.aca.2014.10.011,,,,,
224,Pt,peroxidase,7,3,3,3,naked,0,0,0.00,0.0960,0.000141400,TMB + H2O2,0.0500,0.6000,10.000,0.5000000,5,30,,,https://doi.org/10.1021/acsami.7b01616,,,,,
225,Pt,peroxidase,7,3,3,3,naked,0,0,0.00,3.0700,0.000181700,H2O2 + TMB,0.0010,20.0000,0.500,0.5000000,5,30,,,https://doi.org/10.1021/acsami.7b01616,,,,,
226,Ru,peroxidase,2,25,25,25,naked,0,0,0.00,0.2340,0.000082500,TMB + H2O2,0.0500,0.1500,0.100,0.0100000,7.4,22,-37.7,,https://doi.org/10.1039/C7RA10370K,,,,,
227,Ru,peroxidase,2,25,25,25,naked,0,0,0.00,2.2060,0.000582667,H2O2 + TMB,0.0500,0.2000,0.100,0.0100000,7.4,22,-37.7,,https://doi.org/10.1039/C7RA10370K,,,,,
228,Au,peroxidase,,8.1,8.1,8.1,poly(ethylene oxide),0,0,6000.00,0.1550,0.000083200,TMB + H2O2,0.0500,2.0000,1 000.000,0.1100000,4,37,,,https://doi.org/10.1007/s13205-017-1082-1,,,,,
229,Au,peroxidase,,8.1,8.1,8.1,poly(ethylene oxide),0,0,6000.00,191.0000,0.000063800,H2O2 + TMB,50.0000,2 000.0000,0.500,0.0700000,4,37,,,https://doi.org/10.1007/s13205-017-1082-1,,,,,
230,Au,peroxidase,,8.1,8.1,8.1,poly(ethylene oxide),0,0,6000.00,0.1970,0.000147000,TMB + H2O2,0.0500,2.0000,1 000.000,0.1100000,4,37,,,https://doi.org/10.1007/s13205-017-1082-1,,,,,
231,Au,peroxidase,,8.1,8.1,8.1,poly(ethylene oxide),0,0,6000.00,175.0000,0.000087600,H2O2 + TMB,50.0000,2 000.0000,0.500,0.0700000,4,37,,,https://doi.org/10.1007/s13205-017-1082-1,,,,,
232,Au,peroxidase,,15.3,15.3,15.3,trisodium citrate,0,0,192.12,0.1340,0.000096500,TMB + H2O2,0.0500,2.0000,1 000.000,0.1100000,4,37,,,https://doi.org/10.1007/s13205-017-1082-1,,,,,
233,Au,peroxidase,,15.3,15.3,15.3,trisodium citrate,0,0,192.12,213.0000,0.000106000,H2O2 + TMB,50.0000,2 000.0000,0.500,0.0700000,4,37,,,https://doi.org/10.1007/s13205-017-1082-1,,,,,
234,Au,peroxidase,,15.3,15.3,15.3,trisodium citrate,0,0,192.12,0.1680,0.000131000,TMB + H2O2,0.0500,2.0000,1 000.000,0.1100000,4,37,,,https://doi.org/10.1007/s13205-017-1082-1,,,,,
235,Au,peroxidase,,15.3,15.3,15.3,trisodium citrate,0,0,192.12,196.0000,0.000098300,H2O2 + TMB,50.0000,2 000.0000,0.500,0.0700000,4,37,,,https://doi.org/10.1007/s13205-017-1082-1,,,,,
236,CeO2,peroxidase,7,5,5,5,naked,0,0,17.99,0.0620,0.000550000,ABTS + H2O2,0.0001,1.5000,5.000,0.0100000,4,25,,,https://doi.org/10.1039/C6NR02730J,,,,,
237,CeO2,peroxidase,7,5,5,5,naked,0,0,17.99,0.1400,0.000063000,TMB + H2O2,0.0001,1.5000,0.010,0.0100000,4,25,,,https://doi.org/10.1039/C6NR02730J,,,,,
238,CeO2,peroxidase,7,200,21,21,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,1.0600,0.000269000,TMB + H2O2,0.0050,0.0300,0.010,0.0400000,3.8,40,,,https://doi.org/10.1016/j.msec.2015.10.046,,,,,
239,CeO2,peroxidase,7,200,21,21,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,36.6000,0.000004960,H2O2 + TMB,1.0000,12.0000,0.050,0.0400000,3.8,40,,,https://doi.org/10.1016/j.msec.2015.10.046,,,,,
240,CeO2,peroxidase,7,4,4,4,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.0854,0.004350000,TMB + H2O2,1.0000,6.0000,0.050,0.0057143,3.8,40,,,https://doi.org/10.1016/j.snb.2016.09.049,,,,,
241,CeO2,peroxidase,7,4,4,4,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.2540,0.000013100,H2O2 + TMB,1.0000,12.0000,0.050,0.0057143,3.8,40,,,https://doi.org/10.1016/j.snb.2016.09.049,,,,,
